seq_num: 0; position: (-0.96, 0.47, -0.64); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 51; position: (0.03, 0.07, -0.38); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 52; position: (0.03, 0.04, -0.37); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 53; position: (0.04, 0.04, -0.37); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 54; position: (0.00, 0.09, -0.30); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 55; position: (-0.20, -0.12, -0.01); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 56; position: (-0.26, 0.06, -0.07); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 57; position: (-0.26, 0.06, -0.06); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 58; position: (-0.25, 0.07, -0.06); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 59; position: (-0.27, 0.25, -0.05); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 60; position: (-0.43, 0.29, 0.14); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 61; position: (-0.49, 0.38, 0.00); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 62; position: (-0.52, 0.36, 0.03); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 63; position: (-0.53, 0.36, 0.04); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 64; position: (-0.55, 0.32, 0.00); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 65; position: (-0.38, 0.20, -0.04); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 66; position: (-0.32, 0.20, -0.16); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 67; position: (-0.38, 0.26, -0.18); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 68; position: (-0.40, 0.25, -0.16); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 69; position: (-0.39, 0.30, -0.10); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 70; position: (-0.45, 0.33, -0.15); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 71; position: (-0.42, 0.33, -0.25); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 72; position: (-0.59, 0.31, -0.18); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 73; position: (-0.57, 0.31, -0.18); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 74; position: (-0.60, 0.25, -0.18); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 75; position: (-0.76, 0.10, -0.28); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 76; position: (-0.65, 0.01, -0.23); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 77; position: (-0.84, -0.06, -0.35); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 78; position: (-0.75, 0.11, -0.31); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 79; position: (-0.85, 0.27, -0.27); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 80; position: (-1.02, 0.30, -0.09); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 81; position: (-0.87, 0.41, -0.06); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 82; position: (-0.87, 0.41, -0.05); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 83; position: (-0.87, 0.43, -0.05); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 84; position: (-0.83, 0.50, -0.13); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 85; position: (-0.96, 0.57, -0.22); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 86; position: (-0.96, 0.57, -0.22); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 87; position: (-1.06, 0.62, -0.10); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 88; position: (-1.03, 0.69, -0.14); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 89; position: (-0.92, 0.72, -0.12); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 90; position: (-0.92, 0.92, -0.10); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 91; position: (-0.89, 0.88, -0.06); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 92; position: (-0.87, 0.90, -0.07); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 93; position: (-0.79, 0.96, -0.09); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 94; position: (-0.79, 0.96, -0.09); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 95; position: (-0.80, 0.97, -0.18); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 96; position: (-0.82, 1.04, -0.14); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 97; position: (-0.79, 1.03, -0.11); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 98; position: (-0.90, 0.99, -0.06); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 99; position: (-0.85, 0.94, 0.06); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 100; position: (-0.70, 0.66, 0.23); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 101; position: (-0.79, 0.63, 0.28); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 102; position: (-0.79, 0.63, 0.27); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 103; position: (-0.81, 0.61, 0.28); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 104; position: (-0.92, 0.58, 0.35); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 105; position: (-0.99, 0.83, 0.36); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 106; position: (-0.93, 0.89, 0.43); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 107; position: (-0.86, 0.97, 0.41); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 108; position: (-0.84, 0.94, 0.46); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 109; position: (-0.86, 0.92, 0.52); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 110; position: (-0.61, 0.79, 0.65); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 111; position: (-0.59, 0.80, 0.68); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 112; position: (-0.60, 0.82, 0.71); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 113; position: (-0.54, 0.89, 0.77); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 114; position: (-0.68, 0.70, 0.78); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 115; position: (-0.55, 0.48, 0.86); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 116; position: (-0.53, 0.50, 0.85); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 117; position: (-0.44, 0.49, 0.83); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 118; position: (-0.48, 0.44, 0.80); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 119; position: (-0.48, 0.40, 0.73); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 120; position: (-0.68, 0.43, 0.68); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 121; position: (-0.74, 0.38, 0.67); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 122; position: (-0.78, 0.33, 0.60); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 123; position: (-0.84, 0.28, 0.65); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 124; position: (-0.88, 0.23, 0.60); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 125; position: (-0.82, 0.13, 0.47); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 126; position: (-0.82, 0.13, 0.47); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 127; position: (-0.81, 0.12, 0.47); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 128; position: (-0.69, 0.11, 0.43); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 129; position: (-0.85, 0.05, 0.37); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 130; position: (-0.78, 0.15, 0.93); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 131; position: (-0.70, 0.02, 0.90); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 132; position: (-0.65, -0.02, 0.92); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 133; position: (-0.61, -0.10, 0.89); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 134; position: (-0.52, 0.11, 0.89); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 135; position: (-0.29, 0.38, 0.62); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 136; position: (-0.29, 0.38, 0.61); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 137; position: (-0.25, 0.36, 0.58); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 138; position: (-0.26, 0.34, 0.58); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 139; position: (-0.22, 0.41, 0.56); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 140; position: (-0.27, 0.55, 0.61); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 141; position: (-0.29, 0.60, 0.62); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 142; position: (-0.23, 0.62, 0.57); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 143; position: (-0.26, 0.63, 0.53); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 144; position: (-0.19, 0.68, 0.50); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 145; position: (-0.10, 0.86, 0.76); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 146; position: (-0.20, 0.96, 0.74); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 147; position: (-0.27, 0.92, 0.78); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 148; position: (-0.30, 0.89, 0.86); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 149; position: (-0.30, 0.81, 0.95); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 150; position: (-0.19, 0.86, 0.95); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 151; position: (-0.03, 0.83, 0.88); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 152; position: (0.02, 0.80, 0.96); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 153; position: (0.03, 0.90, 0.96); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 154; position: (0.08, 0.86, 1.05); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 155; position: (0.06, 1.05, 0.85); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 156; position: (0.04, 0.90, 0.83); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 157; position: (0.06, 0.89, 0.71); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 158; position: (0.02, 0.82, 0.83); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 159; position: (-0.01, 0.72, 0.84); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 160; position: (0.07, 0.45, 0.96); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 161; position: (0.15, 0.29, 0.89); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 162; position: (0.15, 0.37, 0.88); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 163; position: (0.14, 0.38, 0.88); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 164; position: (0.12, 0.41, 0.84); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 165; position: (0.17, 0.62, 0.74); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 166; position: (0.20, 0.60, 0.83); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 167; position: (0.21, 0.62, 0.84); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 168; position: (0.17, 0.66, 0.88); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 169; position: (0.31, 0.67, 0.86); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 170; position: (0.74, 0.78, 0.86); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 171; position: (0.66, 0.86, 0.72); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 172; position: (0.64, 0.88, 0.73); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 173; position: (0.53, 0.94, 0.62); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 174; position: (0.70, 0.85, 0.58); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 175; position: (0.84, 0.81, 0.41); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 176; position: (0.78, 0.81, 0.33); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 177; position: (0.76, 0.75, 0.28); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 178; position: (0.77, 0.72, 0.32); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 179; position: (0.88, 0.62, 0.08); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 180; position: (0.82, 0.65, -0.08); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 181; position: (0.75, 0.60, -0.05); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 182; position: (0.74, 0.46, -0.10); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 183; position: (0.84, 0.38, -0.11); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 184; position: (0.97, 0.42, -0.12); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 185; position: (1.01, 0.51, -0.03); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 186; position: (1.01, 0.36, -0.27); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 187; position: (1.01, 0.27, -0.22); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 188; position: (0.85, 0.49, -0.78); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 189; position: (0.78, 0.53, -0.67); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 190; position: (0.80, 0.56, -0.71); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 191; position: (0.82, 0.59, -0.69); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 192; position: (0.84, 0.62, -0.73); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 193; position: (0.82, 0.83, -0.58); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
seq_num: 194; position: (0.84, 0.79, -0.55); triangle_count: 0; vertex_count: 0; textures_count: 0; fps: 0
